Location ISO Code;Location;New Cases;New Deaths;New Recovered;New Active Cases;Total Cases;Total Deaths;Total Recovered;Total Active Cases;Location Level;City or Regency;Province;Country;Continent;Island;Time Zone;Special Status;Total Regencies;Total Cities;Total Districts;Total Urban Villages;Total Rural Villages;Area (km2);Population;Population Density;Longitude;Latitude;New Cases per Million;Total Cases per Million;New Deaths per Million;Total Deaths per Million;Case Fatality Rate;Case Recovered Rate;Growth Factor of New Cases;Growth Factor of New Deaths;Name;Item;Kind;Hidden
ID-RI;Riau;275;6;254;15;12880;290;8865;3725;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;45.27.00;2120.48.00;0,06875;47.74;2.25%;68.83%;0,068055556;01.00;;;;
ID-RI;Riau;379;9;277;93;13259;299;9142;3818;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;62.40.00;2182.87;01.48;49.23.00;2.26%;68.95%;01.38;01.50;;;;
ID-RI;Riau;288;3;541;-256;13547;302;9683;3562;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;47.41.00;2230.29.00;00.49;49.72;2.23%;71.48%;0,052777778;00.33;;;;
ID-RI;Riau;206;4;262;-60;13753;306;9945;3502;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;33.91;2264.20.00;0,045833333;50.38.00;2.22%;72.31%;0,05;01.33;;;;
ID-RI;Riau;247;6;296;-55;14000;312;10241;3447;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;40.66;2304.87;0,06875;51.37.00;2.23%;73.15%;01.20;01.50;;;;
ID-RI;Riau;249;6;265;-22;14249;318;10506;3425;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;40.99;2345.86;0,06875;52.35.00;2.23%;73.73%;01.01;01.00;;;;
ID-RI;Riau;261;6;224;31;14510;324;10730;3456;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;42.97;2388.83;0,06875;53.34.00;2.23%;73.95%;01.05;01.00;;;;
ID-RI;Riau;175;5;457;-287;8242;177;4816;3249;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.81;1356.91;0,056944444;29.14.00;2.15%;58.43%;0,068055556;0,057638889;;;;
ID-RI;Riau;161;6;247;-92;14671;330;10977;3364;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;26.51.00;2415.34.00;0,06875;54.33.00;2.25%;74.82%;0,043055556;01.00;;;;
ID-RI;Riau;127;5;231;-109;14798;335;11208;3255;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,896527778;2436.25.00;0,056944444;55.15.00;2.26%;75.74%;0,054861111;0,057638889;;;;
ID-RI;Riau;166;6;218;-58;8408;183;5034;3191;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;27.33.00;1384.24.00;0,06875;30.13.00;2.18%;59.87%;0,065972222;01.20;;;;
ID-RI;Riau;297;8;279;10;8705;191;5313;3201;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;48.90;1433.13.00;01.32;31.44.00;2.19%;61.03%;0,096527778;01.33;;;;
ID-RI;Riau;132;7;182;-57;8837;198;5495;3144;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,925694444;1454.87;01.15;32.60;2.24%;62.18%;00.44;0,061111111;;;;
ID-RI;Riau;150;2;262;-114;8987;200;5757;3030;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.70;1479.56.00;00.33;32.93;2.23%;64.06%;01.14;00.29;;;;
ID-RI;Riau;246;4;98;144;9233;204;5855;3174;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;40.50.00;1520.06.00;0,045833333;33.59.00;2.21%;63.41%;0,086111111;02.00;;;;
ID-RI;Riau;203;6;73;124;9436;210;5928;3298;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;33.42.00;1553.48.00;0,06875;34.57.00;2.23%;62.82%;0,057638889;01.50;;;;
ID-RI;Riau;25;2;164;-141;14823;337;11372;3114;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;04.12;2440.36.00;00.33;55.48.00;2.27%;76.72%;00.20;00.40;;;;
ID-RI;Riau;152;0;11;141;15907;365;13303;2239;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;25.02.00;2618.82;00.00;60.09.00;2.29%;83.63%;0,476388889;00.00;;;;
ID-RI;Riau;146;10;489;-353;16053;375;13792;1886;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.04.00;2642.86;0,086805556;61.74;2.34%;85.92%;0,066666667;;;;;
ID-RI;Riau;116;3;86;27;16169;378;13878;1913;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;19.10;2661.96;00.49;62.23.00;2.34%;85.83%;0,054861111;00.30;;;;
ID-RI;Riau;146;3;90;53;16315;381;13968;1966;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.04.00;2685.99;00.49;62.73;2.34%;85.61%;01.26;01.00;;;;
ID-RI;Riau;130;1;51;78;16445;382;14019;2044;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;21.40;2707.40.00;00.16;62.89;2.32%;85.25%;0,061805556;00.33;;;;
ID-RI;Riau;163;3;205;-45;16608;385;14224;1999;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;26.84;2734.23.00;00.49;63.38.00;2.32%;85.65%;01.25;03.00;;;;
ID-RI;Riau;148;8;124;16;16756;393;14348;2015;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.37.00;2758.60;01.32;64.70;2.35%;85.63%;0,063194444;0,129861111;;;;
ID-RI;Riau;268;2;41;225;17024;395;14389;2240;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;44.12.00;2802.72;00.33;65.03.00;2.32%;84.52%;0,097916667;00.25;;;;
ID-RI;Riau;274;2;248;24;17298;397;14637;2264;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;45.11.00;2847.83;00.33;65.36.00;2.30%;84.62%;01.02;01.00;;;;
ID-RI;Riau;688;3;995;-310;17986;400;15632;1954;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;113.27.00;2961.10.00;00.49;65.85;2.22%;86.91%;02.51;01.50;;;;
ID-RI;Riau;9;2;156;-149;14832;339;11528;2965;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;01.48;2441.84;00.33;55.81;2.29%;77.72%;00.36;01.00;;;;
ID-RI;Riau;176;5;198;-27;18162;405;15830;1927;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.98;2990.07.00;0,056944444;66.68;2.23%;87.16%;00.26;0,088194444;;;;
ID-RI;Riau;308;4;122;182;18470;409;15952;2109;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;50.71;3040.78;0,045833333;67.34.00;2.21%;86.37%;0,09375;0,055555556;;;;
ID-RI;Riau;171;5;179;-13;18641;414;16131;2096;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.15.00;3068.93;0,056944444;68.16.00;2.22%;86.54%;00.56;01.25;;;;
ID-RI;Riau;113;2;133;-22;18754;416;16264;2074;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,791666667;3087.54.00;00.33;68.49.00;2.22%;86.72%;0,045833333;00.40;;;;
ID-RI;Riau;138;3;116;19;18892;419;16380;2093;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,966666667;3110.26.00;00.49;68.98;2.22%;86.70%;01.22;01.50;;;;
ID-RI;Riau;236;5;180;51;19128;424;16560;2144;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;38.85;3149.11.00;0,056944444;69.80;2.22%;86.57%;0,090972222;0,088194444;;;;
ID-RI;Riau;206;4;200;2;19334;428;16760;2146;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;33.91;3183.02.00;0,045833333;70.46.00;2.21%;86.69%;0,060416667;0,055555556;;;;
ID-RI;Riau;261;8;198;55;19595;436;16958;2201;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;42.97;3225.99;01.32;71.78;2.23%;86.54%;01.27;02.00;;;;
ID-RI;Riau;170;8;256;-94;19765;444;17214;2107;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;27.99;3253.98;01.32;73.10.00;2.25%;87.09%;0,045138889;01.00;;;;
ID-RI;Riau;173;6;194;-27;19938;450;17408;2080;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.48.00;3282.46.00;0,06875;74.09.00;2.26%;87.31%;01.02;0,052083333;;;;
ID-RI;Riau;99;2;343;-246;14931;341;11871;2719;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;16.30;2458.14.00;00.33;56.14.00;2.28%;79.51%;11.00;01.00;;;;
ID-RI;Riau;136;6;170;-40;20074;456;17578;2040;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;22.39;3304.85;0,06875;75.07.00;2.27%;87.57%;0,054861111;01.00;;;;
ID-RI;Riau;168;4;249;-85;15099;345;12120;2634;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;27.66;2485.80;0,045833333;56.80;2.28%;80.27%;0,090277778;02.00;;;;
ID-RI;Riau;176;2;318;-144;15275;347;12438;2490;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.98;2514.78;00.33;57.13.00;2.27%;81.43%;01.05;00.50;;;;
ID-RI;Riau;143;7;210;-74;15418;354;12648;2416;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;23.54;2538.32.00;01.15;58.28.00;2.30%;82.03%;0,05625;03.50;;;;
ID-RI;Riau;165;5;355;-195;15583;359;13003;2221;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;27.16.00;2565.48.00;0,056944444;59.10.00;2.30%;83.44%;01.15;0,049305556;;;;
ID-RI;Riau;158;4;161;-7;15741;363;13164;2214;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;26.01.00;2591.50.00;0,045833333;59.76;2.31%;83.63%;0,066666667;0,055555556;;;;
ID-RI;Riau;14;2;128;-116;15755;365;13292;2098;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;02.30;2593.80;00.33;60.09.00;2.32%;84.37%;00.09;00.50;;;;
ID-RI;Riau;163;2;283;-122;20237;458;17861;1918;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;26.84;3331.69;00.33;75.40.00;2.26%;88.26%;01.20;00.33;;;;
ID-RI;Riau;139;5;114;20;21846;498;19378;1970;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,977777778;3596.58.00;0,056944444;81.99;2.28%;88.70%;00.59;0,057638889;;;;
ID-RI;Riau;149;3;180;-34;21995;501;19558;1936;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;24.53.00;3621.11.00;00.49;82.48.00;2.28%;88.92%;01.07;0,041666667;;;;
ID-RI;Riau;178;4;227;-53;22173;505;19785;1883;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;29.30.00;3650.42.00;0,045833333;83.14.00;2.28%;89.23%;01.19;01.33;;;;
ID-RI;Riau;181;3;153;25;22354;508;19938;1908;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;29.80;3680.22.00;00.49;83.63;2.27%;89.19%;01.02;0,052083333;;;;
ID-RI;Riau;78;3;167;-92;22432;511;20105;1816;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,558333333;3693.06.00;00.49;84.13.00;2.28%;89.63%;00.43;01.00;;;;
ID-RI;Riau;177;3;124;50;22609;514;20229;1866;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;29.14.00;3722.20.00;00.49;84.62;2.27%;89.47%;02.27;01.00;;;;
ID-RI;Riau;153;4;223;-74;22762;518;20452;1792;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;25.19.00;3747.39.00;0,045833333;85.28.00;2.28%;89.85%;0,059722222;01.33;;;;
ID-RI;Riau;288;5;197;86;23050;523;20649;1878;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;47.41.00;3794.80;0,056944444;86.10.00;2.27%;89.58%;0,102777778;01.25;;;;
ID-RI;Riau;184;9;200;-25;23234;532;20849;1853;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;30.29.00;3825.09.00;01.48;87.58.00;2.29%;89.73%;0,044444444;0,097222222;;;;
ID-RI;Riau;372;5;183;184;23606;537;21032;2037;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;61.24.00;3886.34.00;0,056944444;88.41.00;2.27%;89.10%;02.02;00.56;;;;
ID-RI;Riau;227;5;175;47;20464;463;18036;1965;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;37.37.00;3369.06.00;0,056944444;76.23.00;2.26%;88.14%;01.39;02.50;;;;
ID-RI;Riau;121;2;128;-9;23727;539;21160;2028;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,855555556;3906.26.00;00.33;88.74;2.27%;89.18%;00.33;00.40;;;;
ID-RI;Riau;76;4;99;-27;23803;543;21259;2001;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;12.51;3918.77;0,045833333;89.40.00;2.28%;89.31%;0,04375;02.00;;;;
ID-RI;Riau;116;1;165;-50;23919;544;21424;1951;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;19.10;3937.87;00.16;89.56.00;2.27%;89.57%;01.53;00.25;;;;
ID-RI;Riau;96;3;205;-112;24015;547;21629;1839;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,680555556;3953.67;00.49;90.05.00;2.28%;90.06%;0,057638889;03.00;;;;
ID-RI;Riau;214;4;112;98;24229;551;21741;1937;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;35.23.00;3988.90;0,045833333;90.71;2.27%;89.73%;02.23;01.33;;;;
ID-RI;Riau;79;7;281;-209;24308;558;22022;1728;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;13.01;4001.91;01.15;91.87;2.30%;90.60%;00.37;0,09375;;;;
ID-RI;Riau;93;8;191;-106;24401;566;22213;1622;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;15.31;4017.22.00;01.32;93.18.00;2.32%;91.03%;01.18;01.14;;;;
ID-RI;Riau;117;2;185;-70;24518;568;22398;1552;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;19.26;4036.48.00;00.33;93.51.00;2.32%;91.35%;01.26;00.25;;;;
ID-RI;Riau;81;4;172;-95;24599;572;22570;1457;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;13.34;4049.82;0,045833333;94.17.00;2.33%;91.75%;0,047916667;02.00;;;;
ID-RI;Riau;116;3;318;-205;24715;575;22888;1252;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;19.10;4068.92;00.49;94.66;2.33%;92.61%;01.43;0,052083333;;;;
ID-RI;Riau;179;5;160;14;20643;468;18196;1979;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;29.47.00;3398.53.00;0,056944444;77.05.00;2.27%;88.15%;0,054861111;01.00;;;;
ID-RI;Riau;141;4;112;25;24856;579;23000;1277;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;23.21;4092.13.00;0,045833333;95.32.00;2.33%;92.53%;01.22;01.33;;;;
ID-RI;Riau;110;3;77;30;24966;582;23077;1307;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;18.11;4110.24.00;00.49;95.82;2.33%;92.43%;0,054166667;0,052083333;;;;
ID-RI;Riau;155;2;156;-3;20798;470;18352;1976;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;25.52.00;3424.05.00;00.33;77.38.00;2.26%;88.24%;0,060416667;00.40;;;;
ID-RI;Riau;114;3;206;-95;20912;473;18558;1881;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,803472222;3442.81;00.49;77.87;2.26%;88.74%;0,051388889;01.50;;;;
ID-RI;Riau;225;3;191;31;21137;476;18749;1912;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;37.04.00;3479.86;00.49;78.37.00;2.25%;88.70%;0,109027778;01.00;;;;
ID-RI;Riau;164;5;186;-27;21301;481;18935;1885;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;27.00.00;3506.86;0,056944444;79.19.00;2.26%;88.89%;0,050694444;0,088194444;;;;
ID-RI;Riau;171;6;143;22;21472;487;19078;1907;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.15.00;3535.01.00;0,06875;80.18.00;2.27%;88.85%;01.04;01.20;;;;
ID-RI;Riau;235;6;186;43;21707;493;19264;1950;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;38.69;3573.70;0,06875;81.16.00;2.27%;88.75%;01.37;01.00;;;;
ID-RI;Riau;21;3;120;-102;29029;690;27201;1138;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;03.46;4779.14.00;00.49;113.60;2.38%;93.70%;00.16;03.00;;;;
ID-RI;Riau;173;4;129;40;29842;714;28104;1024;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;28.48.00;4912.99;0,045833333;117.55.00;2.39%;94.18%;02.37;01.33;;;;
ID-RI;Riau;89;3;44;42;29931;717;28148;1066;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,628472222;4927.64;00.49;118.04.00;2.40%;94.04%;00.51;0,052083333;;;;
ID-RI;Riau;96;3;92;1;30027;720;28240;1067;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,680555556;4943.45.00;00.49;118.54.00;2.40%;94.05%;01.08;01.00;;;;
ID-RI;Riau;47;2;104;-59;30074;722;28344;1008;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,343055556;4951.19.00;00.33;118.87;2.40%;94.25%;00.49;0,046527778;;;;
ID-RI;Riau;67;1;88;-22;30141;723;28432;986;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;11.03;4962.22.00;00.16;119.03.00;2.40%;94.33%;01.43;00.50;;;;
ID-RI;Riau;56;2;51;3;30197;725;28483;989;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;09.22;4971.44.00;00.33;119.36.00;2.40%;94.32%;0,058333333;02.00;;;;
ID-RI;Riau;80;4;72;4;30277;729;28555;993;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;13.17;4984.61;0,045833333;120.02.00;2.41%;94.31%;01.43;02.00;;;;
ID-RI;Riau;22;1;57;-36;30299;730;28612;957;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,168055556;4988.23.00;00.16;120.18.00;2.41%;94.43%;00.28;00.25;;;;
ID-RI;Riau;109;2;111;-4;30408;732;28723;953;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,774305556;5006.17.00;00.33;120.51.00;2.41%;94.46%;0,232638889;02.00;;;;
ID-RI;Riau;69;3;74;-8;30477;735;28797;945;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;11.36;5017.53.00;00.49;121.01.00;2.41%;94.49%;0,04375;01.50;;;;
ID-RI;Riau;78;1;110;-33;29107;691;27311;1105;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,558333333;4791.99;00.16;113.76;2.37%;93.83%;0,174305556;00.33;;;;
ID-RI;Riau;133;8;171;-46;30610;743;28968;899;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,9375;5039.43.00;01.32;122.32.00;2.43%;94.64%;0,10625;0,129861111;;;;
ID-RI;Riau;197;1;91;105;30807;744;29059;1004;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;32.43.00;5071.86;00.16;122.49.00;2.42%;94.33%;01.48;00.13;;;;
ID-RI;Riau;51;2;94;-45;30858;746;29153;959;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;08.40;5080.26.00;00.33;122.82;2.42%;94.47%;00.26;02.00;;;;
ID-RI;Riau;116;3;59;54;30974;749;29212;1013;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;19.10;5099.36.00;00.49;123.31.00;2.42%;94.31%;02.27;01.50;;;;
ID-RI;Riau;110;2;55;53;31084;751;29267;1066;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;18.11;5117.47.00;00.33;123.64;2.42%;94.15%;0,065972222;0,046527778;;;;
ID-RI;Riau;133;2;63;68;31217;753;29330;1134;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;0,9375;5139.36.00;00.33;123.97;2.41%;93.96%;01.21;01.00;;;;
ID-RI;Riau;69;4;85;-20;31286;757;29415;1114;Province;;Riau;Indonesia;Asia;Sumatera;UTC+07:00;;10;2;169;268;1591;87024;6074100;69.80;1.018.051.092;0.511647851;11.36;5150.72;0,045833333;124.63;2.42%;94.02%;00.52;02.00;;;;
